region,DSf_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09477_Kulmbach,1.5826969146728516,DSf,year,dry_spell_frequency,,7
09478_Lichtenfels,1.5720529556274414,DSf,year,dry_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,1.0555496215820312,DSf,year,dry_spell_frequency,,7
09561_Ansbach,1.755544662475586,DSf,year,dry_spell_frequency,,7
09562_Erlangen,1.5512266159057617,DSf,year,dry_spell_frequency,,7
09563_Fürth,1.3868045806884766,DSf,year,dry_spell_frequency,,7
09564_Nürnberg,1.6219282150268555,DSf,year,dry_spell_frequency,,7
09565_Schwabach,1.9551410675048828,DSf,year,dry_spell_frequency,,7
09571_Ansbach,1.5678901672363281,DSf,year,dry_spell_frequency,,7
09572_Erlangen-Höchstadt,1.5090351104736328,DSf,year,dry_spell_frequency,,7
09573_Fürth,1.535196304321289,DSf,year,dry_spell_frequency,,7
09574_Nürnberger Land,1.4730615615844727,DSf,year,dry_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,1.4508962631225586,DSf,year,dry_spell_frequency,,7
09576_Roth,1.8276634216308594,DSf,year,dry_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,1.6921625137329102,DSf,year,dry_spell_frequency,,7
09661_Aschaffenburg,1.9430570602416992,DSf,year,dry_spell_frequency,,7
09662_Schweinfurt,1.6597213745117188,DSf,year,dry_spell_frequency,,7
09663_Würzburg,1.8336753845214844,DSf,year,dry_spell_frequency,,7
09671_Aschaffenburg,1.9342575073242188,DSf,year,dry_spell_frequency,,7
09672_Bad Kissingen,1.8410320281982422,DSf,year,dry_spell_frequency,,7
09673_Rhön-Grabfeld,1.6818351745605469,DSf,year,dry_spell_frequency,,7
09674_Haßberge,1.6258392333984375,DSf,year,dry_spell_frequency,,7
09675_Kitzingen,1.1389656066894531,DSf,year,dry_spell_frequency,,7
09676_Miltenberg,1.9305524826049805,DSf,year,dry_spell_frequency,,7
09677_Main-Spessart,1.7544784545898438,DSf,year,dry_spell_frequency,,7
09678_Schweinfurt,1.6473159790039062,DSf,year,dry_spell_frequency,,7
09679_Würzburg,1.717391014099121,DSf,year,dry_spell_frequency,,7
09761_Augsburg,2.0520315170288086,DSf,year,dry_spell_frequency,,7
09762_Kaufbeuren,1.9675798416137695,DSf,year,dry_spell_frequency,,7
09763_Kempten (Allgäu),1.9563865661621094,DSf,year,dry_spell_frequency,,7
09764_Memmingen,1.8174200057983398,DSf,year,dry_spell_frequency,,7
09771_Aichach-Friedberg,1.5414762496948242,DSf,year,dry_spell_frequency,,7
09772_Augsburg,1.8385839462280273,DSf,year,dry_spell_frequency,,7
09773_Dillingen a.d. Donau,1.7065305709838867,DSf,year,dry_spell_frequency,,7
09774_Günzburg,1.611332893371582,DSf,year,dry_spell_frequency,,7
09775_Neu-Ulm,1.6836977005004883,DSf,year,dry_spell_frequency,,7
09776_Lindau (Bodensee),1.8680105209350586,DSf,year,dry_spell_frequency,,7
09777_Ostallgäu,1.9222497940063477,DSf,year,dry_spell_frequency,,7
09778_Unterallgäu,1.8027257919311523,DSf,year,dry_spell_frequency,,7
09779_Donau-Ries,1.3645381927490234,DSf,year,dry_spell_frequency,,7
09780_Oberallgäu,1.9803972244262695,DSf,year,dry_spell_frequency,,7
10041_Regionalverband Saarbrücken,2.1515398025512695,DSf,year,dry_spell_frequency,,7
10042_Merzig-Wadern,1.8240203857421875,DSf,year,dry_spell_frequency,,7
10043_Neunkirchen,1.8794746398925781,DSf,year,dry_spell_frequency,,7
10044_Saarlouis,2.1313467025756836,DSf,year,dry_spell_frequency,,7
10045_Saarpfalz-Kreis,2.1021299362182617,DSf,year,dry_spell_frequency,,7
10046_St. Wendel,1.9700965881347656,DSf,year,dry_spell_frequency,,7
11000_Berlin,1.6598663330078125,DSf,year,dry_spell_frequency,,7
12051_Brandenburg an der Havel,1.3117427825927734,DSf,year,dry_spell_frequency,,7
12052_Cottbus,1.262690544128418,DSf,year,dry_spell_frequency,,7
12053_Frankfurt (Oder),1.5693206787109375,DSf,year,dry_spell_frequency,,7
12054_Potsdam,1.7641658782958984,DSf,year,dry_spell_frequency,,7
12060_Barnim,1.5340452194213867,DSf,year,dry_spell_frequency,,7
12061_Dahme-Spreewald,0.9826431274414062,DSf,year,dry_spell_frequency,,7
12062_Elbe-Elster,0.946624755859375,DSf,year,dry_spell_frequency,,7
12063_Havelland,1.361323356628418,DSf,year,dry_spell_frequency,,7
12064_Märkisch-Oderland,1.2945146560668945,DSf,year,dry_spell_frequency,,7
12065_Oberhavel,1.3962163925170898,DSf,year,dry_spell_frequency,,7
12066_Oberspreewald-Lausitz,1.117112159729004,DSf,year,dry_spell_frequency,,7
12067_Oder-Spree,1.331451416015625,DSf,year,dry_spell_frequency,,7
12068_Ostprignitz-Ruppin,1.548990249633789,DSf,year,dry_spell_frequency,,7
12069_Potsdam-Mittelmark,0.9156265258789062,DSf,year,dry_spell_frequency,,7
12070_Prignitz,1.3961448669433594,DSf,year,dry_spell_frequency,,7
12071_Spree-Neiße,1.180607795715332,DSf,year,dry_spell_frequency,,7
12072_Teltow-Fläming,0.7404870986938477,DSf,year,dry_spell_frequency,,7
12073_Uckermark,1.648726463317871,DSf,year,dry_spell_frequency,,7
13003_Rostock,1.6533269882202148,DSf,year,dry_spell_frequency,,7
13004_Schwerin,1.8840150833129883,DSf,year,dry_spell_frequency,,7
13072_Rostock,1.7698345184326172,DSf,year,dry_spell_frequency,,7
13076_Ludwigslust-Parchim,1.5136346817016602,DSf,year,dry_spell_frequency,,7
13071_Mecklenburgische Seenplatte,1.5997333526611328,DSf,year,dry_spell_frequency,,7
13073_Vorpommern-Rügen,2.0543298721313477,DSf,year,dry_spell_frequency,,7
13074_Nordwestmecklenburg,1.560002326965332,DSf,year,dry_spell_frequency,,7
13075_Vorpommern-Greifswald,1.798396110534668,DSf,year,dry_spell_frequency,,7
14511_Chemnitz,1.8570098876953125,DSf,year,dry_spell_frequency,,7
14522_Mittelsachsen,1.6318302154541016,DSf,year,dry_spell_frequency,,7
14523_Vogtlandkreis,1.3714418411254883,DSf,year,dry_spell_frequency,,7
14521_Erzgebirgskreis,1.398423194885254,DSf,year,dry_spell_frequency,,7
14524_Zwickau,1.1096687316894531,DSf,year,dry_spell_frequency,,7
14612_Dresden,1.9711227416992188,DSf,year,dry_spell_frequency,,7
14626_Görlitz,0.9974737167358398,DSf,year,dry_spell_frequency,,7
14625_Bautzen,1.2028617858886719,DSf,year,dry_spell_frequency,,7
14627_Meißen,1.5886039733886719,DSf,year,dry_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,1.4492368698120117,DSf,year,dry_spell_frequency,,7
14713_Leipzig,1.2949104309082031,DSf,year,dry_spell_frequency,,7
14729_Leipzig,1.3315544128417969,DSf,year,dry_spell_frequency,,7
14730_Nordsachsen,1.0134868621826172,DSf,year,dry_spell_frequency,,7
15001_Dessau-Roßlau,1.5214500427246094,DSf,year,dry_spell_frequency,,7
15082_Anhalt-Bitterfeld,1.3973617553710938,DSf,year,dry_spell_frequency,,7
15091_Wittenberg,1.1331634521484375,DSf,year,dry_spell_frequency,,7
15002_Halle (Saale),0.965785026550293,DSf,year,dry_spell_frequency,,7
15084_Burgenlandkreis,0.9460697174072266,DSf,year,dry_spell_frequency,,7
15088_Saalekreis,1.1199140548706055,DSf,year,dry_spell_frequency,,7
15087_Mansfeld-Südharz,1.1414337158203125,DSf,year,dry_spell_frequency,,7
15003_Magdeburg,1.3744010925292969,DSf,year,dry_spell_frequency,,7
15085_Harz,0.9549589157104492,DSf,year,dry_spell_frequency,,7
15086_Jerichower Land,1.251023292541504,DSf,year,dry_spell_frequency,,7
15083_Börde,0.973414421081543,DSf,year,dry_spell_frequency,,7
15090_Stendal,1.421295166015625,DSf,year,dry_spell_frequency,,7
15089_Salzlandkreis,1.1699342727661133,DSf,year,dry_spell_frequency,,7
15081_Altmarkkreis Salzwedel,1.1453027725219727,DSf,year,dry_spell_frequency,,7
16051_Erfurt,0.8859777450561523,DSf,year,dry_spell_frequency,,7
16052_Gera,1.1077461242675781,DSf,year,dry_spell_frequency,,7
16053_Jena,1.1028499603271484,DSf,year,dry_spell_frequency,,7
16054_Suhl,1.5329947471618652,DSf,year,dry_spell_frequency,,7
16055_Weimar,1.0144309997558594,DSf,year,dry_spell_frequency,,7
16056_Eisenach,1.849705696105957,DSf,year,dry_spell_frequency,,7
16061_Eichsfeld,1.3943195343017578,DSf,year,dry_spell_frequency,,7
16062_Nordhausen,1.1746206283569336,DSf,year,dry_spell_frequency,,7
16063_Wartburgkreis,1.5417051315307617,DSf,year,dry_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,1.0428247451782227,DSf,year,dry_spell_frequency,,7
16065_Kyffhäuserkreis,1.3483057022094727,DSf,year,dry_spell_frequency,,7
16066_Schmalkalden-Meiningen,1.3664121627807617,DSf,year,dry_spell_frequency,,7
16067_Gotha,1.2720050811767578,DSf,year,dry_spell_frequency,,7
16068_Sömmerda,0.9740009307861328,DSf,year,dry_spell_frequency,,7
16069_Hildburghausen,1.6381902694702148,DSf,year,dry_spell_frequency,,7
16070_Ilm-Kreis,1.3693809509277344,DSf,year,dry_spell_frequency,,7
16071_Weimarer Land,0.9661474227905273,DSf,year,dry_spell_frequency,,7
16072_Sonneberg,1.7794513702392578,DSf,year,dry_spell_frequency,,7
16073_Saalfeld-Rudolstadt,1.3741703033447266,DSf,year,dry_spell_frequency,,7
16074_Saale-Holzland-Kreis,1.0340652465820312,DSf,year,dry_spell_frequency,,7
16075_Saale-Orla-Kreis,1.3802928924560547,DSf,year,dry_spell_frequency,,7
16076_Greiz,1.3590402603149414,DSf,year,dry_spell_frequency,,7
16077_Altenburger Land,1.2860260009765625,DSf,year,dry_spell_frequency,,7
01001_01059_Region_um_Flensburg,1.27716064453125,DSf,year,dry_spell_frequency,,7
01002_01057_01058_Region_um_Kiel,1.3478155136108398,DSf,year,dry_spell_frequency,,7
01003_13074_01055_01053_01062_Region_um_Lübeck,1.3927068710327148,DSf,year,dry_spell_frequency,,7
01004_01058_01060_01057_01002_Region_um_Neumünster,1.3035306930541992,DSf,year,dry_spell_frequency,,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.8755655288696289,DSf,year,dry_spell_frequency,,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.9463167190551758,DSf,year,dry_spell_frequency,,7
03103_03154_03151_Region_um_Wolfsburg,1.0756988525390625,DSf,year,dry_spell_frequency,,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,1.234527587890625,DSf,year,dry_spell_frequency,,7
03402_03452_03457_Region_um_Emden,1.6311798095703125,DSf,year,dry_spell_frequency,,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),1.447601318359375,DSf,year,dry_spell_frequency,,7
03404_03459_05566_Region_um_Osnabrück,1.3777170181274414,DSf,year,dry_spell_frequency,,7
03405_03455_Region_um_Wilhelmshaven,1.4219856262207031,DSf,year,dry_spell_frequency,,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,1.2085990905761719,DSf,year,dry_spell_frequency,,7
04012_03352_03461_Region_um_Bremerhaven,1.2430696487426758,DSf,year,dry_spell_frequency,,7
05111_05162_05158_05112_Region_um_Düsseldorf,1.518899917602539,DSf,year,dry_spell_frequency,,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,1.5926761627197266,DSf,year,dry_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,1.551701545715332,DSf,year,dry_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,1.441131591796875,DSf,year,dry_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,1.4432201385498047,DSf,year,dry_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,1.6019926071166992,DSf,year,dry_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,1.8208274841308594,DSf,year,dry_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,1.6889657974243164,DSf,year,dry_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,1.4943675994873047,DSf,year,dry_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,1.6926603317260742,DSf,year,dry_spell_frequency,,7
05314_05382_Region_um_Bonn,1.6333742141723633,DSf,year,dry_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,1.406463623046875,DSf,year,dry_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,1.7656383514404297,DSf,year,dry_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,1.6421337127685547,DSf,year,dry_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,1.4541511535644531,DSf,year,dry_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,1.6206178665161133,DSf,year,dry_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,1.5385618209838867,DSf,year,dry_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,1.4548406600952148,DSf,year,dry_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,1.5807828903198242,DSf,year,dry_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,1.4982757568359375,DSf,year,dry_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,1.5930395126342773,DSf,year,dry_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,1.6140451431274414,DSf,year,dry_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,1.681365966796875,DSf,year,dry_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,1.8546981811523438,DSf,year,dry_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,1.7804641723632812,DSf,year,dry_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,1.615797996520996,DSf,year,dry_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,1.7747678756713867,DSf,year,dry_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,1.2785425186157227,DSf,year,dry_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,1.485642433166504,DSf,year,dry_spell_frequency,,7
07211_07235_Region_um_Trier,1.9280633926391602,DSf,year,dry_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),1.9148426055908203,DSf,year,dry_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,2.270096778869629,DSf,year,dry_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,2.1949596405029297,DSf,year,dry_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,1.8933372497558594,DSf,year,dry_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,1.8644399642944336,DSf,year,dry_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,2.211808204650879,DSf,year,dry_spell_frequency,,7
07317_07340_Region_um_Pirmasens,2.3127832412719727,DSf,year,dry_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,1.8602361679077148,DSf,year,dry_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,1.9179248809814453,DSf,year,dry_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,2.248599052429199,DSf,year,dry_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,1.919321060180664,DSf,year,dry_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,1.8714981079101562,DSf,year,dry_spell_frequency,,7
08121_08125_Region_um_Heilbronn,2.0534400939941406,DSf,year,dry_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,2.0659189224243164,DSf,year,dry_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,1.9171485900878906,DSf,year,dry_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,1.8333520889282227,DSf,year,dry_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,1.7882375717163086,DSf,year,dry_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,2.0833311080932617,DSf,year,dry_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,2.131319046020508,DSf,year,dry_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,1.9791231155395508,DSf,year,dry_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,1.25885009765625,DSf,year,dry_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,1.9609928131103516,DSf,year,dry_spell_frequency,,7
09163_09187_Region_um_Rosenheim,1.6055688858032227,DSf,year,dry_spell_frequency,,7
09261_09274_Region_um_Landshut,1.3731231689453125,DSf,year,dry_spell_frequency,,7
09262_09275_Region_um_Passau,1.6442327499389648,DSf,year,dry_spell_frequency,,7
09263_09278_Region_um_Straubing,1.7594823837280273,DSf,year,dry_spell_frequency,,7
09361_09371_Region_um_Amberg,1.3336124420166016,DSf,year,dry_spell_frequency,,7
09362_09375_Region_um_Regensburg,1.5688762664794922,DSf,year,dry_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,1.436960220336914,DSf,year,dry_spell_frequency,,7
09461_09471_Region_um_Bamberg,1.4897308349609375,DSf,year,dry_spell_frequency,,7
09462_09472_Region_um_Bayreuth,1.3876333236694336,DSf,year,dry_spell_frequency,,7
09463_09473_Region_um_Coburg,1.568476676940918,DSf,year,dry_spell_frequency,,7
09464_09475_Region_um_Hof,1.4969310760498047,DSf,year,dry_spell_frequency,,7
09561_09571_Region_um_Ansbach,1.5763206481933594,DSf,year,dry_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,1.4329643249511719,DSf,year,dry_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,1.4509973526000977,DSf,year,dry_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,1.4835796356201172,DSf,year,dry_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,1.799656867980957,DSf,year,dry_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,1.4656953811645508,DSf,year,dry_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,1.9328479766845703,DSf,year,dry_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,1.6478261947631836,DSf,year,dry_spell_frequency,,7
09663_09679_Region_um_Würzburg,1.728133201599121,DSf,year,dry_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,1.7396011352539062,DSf,year,dry_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,1.923609733581543,DSf,year,dry_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),1.9793891906738281,DSf,year,dry_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,1.6621580123901367,DSf,year,dry_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),1.7420930862426758,DSf,year,dry_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,2.02752685546875,DSf,year,dry_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,1.0404796600341797,DSf,year,dry_spell_frequency,,7
12052_12071_Region_um_Cottbus,1.1882085800170898,DSf,year,dry_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),1.3219079971313477,DSf,year,dry_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,1.1475601196289062,DSf,year,dry_spell_frequency,,7
13003_13072_Region_um_Rostock,1.7516374588012695,DSf,year,dry_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,1.5345277786254883,DSf,year,dry_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,1.4607906341552734,DSf,year,dry_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,1.4121389389038086,DSf,year,dry_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,1.1658153533935547,DSf,year,dry_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,1.2647676467895508,DSf,year,dry_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),1.1061487197875977,DSf,year,dry_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,1.0296430587768555,DSf,year,dry_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.924403190612793,DSf,year,dry_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,0.9760770797729492,DSf,year,dry_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,0.9219608306884766,DSf,year,dry_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,1.3700227737426758,DSf,year,dry_spell_frequency,,7
16055_16071_Region_um_Weimar,0.9315862655639648,DSf,year,dry_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,1.4616060256958008,DSf,year,dry_spell_frequency,,7
