region,FD_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09471_Bamberg,-25.443363189697266,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-27.060211181640625,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-27.123504638671875,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-26.36404800415039,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-27.164260864257812,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-27.793678283691406,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-27.144668579101562,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-26.705860137939453,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-27.326019287109375,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-25.990585327148438,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-25.253631591796875,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-24.99303436279297,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-25.24530792236328,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-25.893341064453125,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-26.0467529296875,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-25.545516967773438,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-25.574249267578125,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-26.357948303222656,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-25.175010681152344,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-25.946014404296875,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-25.750625610351562,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-23.445236206054688,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-25.486343383789062,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-24.96804428100586,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-25.104915618896484,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-27.29330825805664,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-27.580795288085938,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-25.286602020263672,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-24.912445068359375,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-25.057804107666016,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-25.598236083984375,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-25.251258850097656,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-24.854591369628906,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-25.359458923339844,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-25.83232879638672,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-26.07469940185547,FD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-25.91754913330078,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-25.736473083496094,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-26.20547866821289,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-26.237632751464844,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-25.648162841796875,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-25.937782287597656,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-25.605667114257812,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-25.923019409179688,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-25.947189331054688,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-26.220672607421875,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-25.373565673828125,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-22.7452392578125,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-24.258495330810547,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-23.888607025146484,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-23.15790557861328,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-23.08502197265625,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-24.99679183959961,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-25.824676513671875,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-24.649150848388672,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-25.406028747558594,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-26.37084197998047,FD,year,days_with_air_temperature_below_threshold,days,7
12054_Potsdam,-24.860145568847656,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-26.91230010986328,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-25.77096176147461,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-25.553131103515625,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-25.358375549316406,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-26.714332580566406,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-27.21371078491211,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-25.895797729492188,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-26.891681671142578,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-26.430397033691406,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-25.168785095214844,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-25.94855499267578,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-26.355880737304688,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-25.42203140258789,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-27.310195922851562,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-25.480430603027344,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-26.112342834472656,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-26.72707748413086,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-25.908859252929688,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-27.109710693359375,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-26.099666595458984,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-26.26457977294922,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-26.796051025390625,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-26.088287353515625,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-25.929473876953125,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-27.244247436523438,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-26.524757385253906,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-26.112533569335938,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-25.57935333251953,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-27.085853576660156,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-26.21807098388672,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-24.74755859375,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-26.731414794921875,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-23.99571990966797,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-24.68310546875,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-24.783954620361328,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-25.183204650878906,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-24.88770294189453,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-25.31170654296875,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-24.254871368408203,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-24.247283935546875,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-24.776866912841797,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-26.497955322265625,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-24.75518798828125,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-25.7017822265625,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-25.155853271484375,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-24.89505386352539,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-24.68448257446289,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-24.23282241821289,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-24.342334747314453,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-24.443588256835938,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-25.676189422607422,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-25.88547134399414,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-27.458770751953125,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-25.264328002929688,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-26.230480194091797,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-27.112144470214844,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-27.922760009765625,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-26.742549896240234,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-26.603607177734375,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-26.701648712158203,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-28.023849487304688,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-26.681137084960938,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-25.43062973022461,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-27.639774322509766,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-27.372955322265625,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-25.401630401611328,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-27.617828369140625,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-27.019439697265625,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-25.885208129882812,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-27.126373291015625,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-26.541454315185547,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-24.76165771484375,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-23.931472778320312,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-24.6973876953125,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-25.524391174316406,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-24.85141372680664,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-23.761341094970703,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-24.319942474365234,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-23.752323150634766,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-22.914154052734375,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-21.009647369384766,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-22.751781463623047,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-22.5194091796875,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-21.972354888916016,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-23.046401977539062,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-22.839099884033203,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-19.19601821899414,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-19.43354606628418,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-20.403438568115234,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-19.278799057006836,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-18.863178253173828,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-19.449851989746094,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-19.55190658569336,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-24.721328735351562,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-21.257972717285156,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-23.264236450195312,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-22.197708129882812,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-20.814191818237305,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-19.609161376953125,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-19.874759674072266,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-21.11150360107422,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-23.089336395263672,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-20.615509033203125,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-20.866493225097656,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-24.18282699584961,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-21.181049346923828,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-19.801197052001953,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-23.363609313964844,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-24.991558074951172,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-25.211299896240234,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-23.786663055419922,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-24.376617431640625,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-24.60741424560547,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-26.955810546875,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-25.61083221435547,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-24.037567138671875,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-20.99447250366211,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-24.000961303710938,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-22.826736450195312,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-20.851118087768555,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-23.09414291381836,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-23.29446029663086,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-24.326946258544922,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-22.002086639404297,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-23.09320068359375,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-23.923324584960938,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-22.523418426513672,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-24.277679443359375,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-23.28725814819336,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-21.857044219970703,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-20.989717483520508,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-23.149051666259766,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-22.852256774902344,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-23.91185760498047,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-23.33061981201172,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-26.027130126953125,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-25.772293090820312,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-25.204147338867188,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-25.76844024658203,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-25.660308837890625,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-26.940208435058594,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-26.77655029296875,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-27.07227325439453,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-26.657135009765625,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-27.26297378540039,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-25.44194793701172,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-26.999412536621094,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-27.014739990234375,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-27.15465545654297,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-26.043838500976562,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-25.46253204345703,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-25.46794891357422,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-25.89777374267578,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-25.89881134033203,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-25.623977661132812,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-24.948074340820312,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-25.244873046875,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-24.810794830322266,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-25.894515991210938,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-25.910324096679688,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-25.428237915039062,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-25.8946533203125,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-25.214935302734375,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-24.017372131347656,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-25.242996215820312,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-26.315673828125,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-26.630706787109375,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-25.3218994140625,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-26.615230560302734,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-26.178874969482422,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-26.36029815673828,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-25.961132049560547,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-24.466690063476562,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-25.10474395751953,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-24.76839828491211,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-24.69228744506836,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-25.914505004882812,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-25.169330596923828,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-25.547588348388672,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-27.557952880859375,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-25.328948974609375,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-26.859210968017578,FD,year,days_with_air_temperature_below_threshold,days,7
