region,HSf3_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
08212_08215_07334_Region_um_Karlsruhe,2.185206174850464,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,2.25774884223938,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,2.1612136363983154,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,1.6774911880493164,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,2.1566452980041504,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,2.1765804290771484,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,2.184812068939209,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,2.414574146270752,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,1.9676547050476074,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,2.1184515953063965,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,1.54079270362854,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,2.1177093982696533,HSf3,year,hot_spell_frequency,,7
08235_Calw,1.1283454895019531,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,2.008314609527588,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,1.1263985633850098,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,1.2695398330688477,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,1.841496229171753,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,1.1133407354354858,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,1.6090108156204224,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,1.7338204383850098,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,1.174311637878418,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,0.909926176071167,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,1.0917906761169434,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,1.5466314554214478,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,1.3945579528808594,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,1.5287370681762695,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,1.0909243822097778,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,1.743898868560791,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,1.022863745689392,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,1.2638458013534546,HSf3,year,hot_spell_frequency,,7
08421_Ulm,1.4834636449813843,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,1.180981159210205,HSf3,year,hot_spell_frequency,,7
08426_Biberach,1.4111526012420654,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,1.5139784812927246,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,1.2170919179916382,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,1.0934340953826904,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,2.0097556114196777,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,2.1513075828552246,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,1.5991532802581787,HSf3,year,hot_spell_frequency,,7
09162_München,1.6241822242736816,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,1.3788256645202637,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,1.7643619775772095,HSf3,year,hot_spell_frequency,,7
09171_Altötting,2.0480422973632812,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,0.6851489543914795,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,0.6857600212097168,HSf3,year,hot_spell_frequency,,7
09174_Dachau,1.7131550312042236,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,1.5013912916183472,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,2.00557804107666,HSf3,year,hot_spell_frequency,,7
09177_Erding,1.7053868770599365,HSf3,year,hot_spell_frequency,,7
09178_Freising,1.9850454330444336,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,1.5913429260253906,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,0.3795859217643738,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,1.2542212009429932,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,0.5559151768684387,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,1.82538640499115,HSf3,year,hot_spell_frequency,,7
09184_München,1.5002797842025757,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,2.020500421524048,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,2.010556221008301,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,1.368137240409851,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,1.1948285102844238,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,1.1709750890731812,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,0.937839150428772,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,2.112091302871704,HSf3,year,hot_spell_frequency,,7
09261_Landshut,2.2151834964752197,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,2.222663640975952,HSf3,year,hot_spell_frequency,,7
09262_Passau,2.358957052230835,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,2.1468021869659424,HSf3,year,hot_spell_frequency,,7
09263_Straubing,2.4143805503845215,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,2.091979503631592,HSf3,year,hot_spell_frequency,,7
09272_Freyung-Grafenau,1.0228997468948364,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,2.183378219604492,HSf3,year,hot_spell_frequency,,7
09274_Landshut,2.106571912765503,HSf3,year,hot_spell_frequency,,7
09275_Passau,2.216346025466919,HSf3,year,hot_spell_frequency,,7
09276_Regen,1.0122714042663574,HSf3,year,hot_spell_frequency,,7
09277_Rottal-Inn,2.145905017852783,HSf3,year,hot_spell_frequency,,7
09278_Straubing-Bogen,2.130988597869873,HSf3,year,hot_spell_frequency,,7
09279_Dingolfing-Landau,2.3426027297973633,HSf3,year,hot_spell_frequency,,7
09361_09371_Region_um_Amberg,1.8512520790100098,HSf3,year,hot_spell_frequency,,7
09361_Amberg,1.9930510520935059,HSf3,year,hot_spell_frequency,,7
09362_09375_Region_um_Regensburg,2.1941401958465576,HSf3,year,hot_spell_frequency,,7
09362_Regensburg,2.350769281387329,HSf3,year,hot_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,1.598599910736084,HSf3,year,hot_spell_frequency,,7
09363_Weiden i.d. OPf.,1.610296607017517,HSf3,year,hot_spell_frequency,,7
09371_Amberg-Sulzbach,1.8453352451324463,HSf3,year,hot_spell_frequency,,7
09372_Cham,1.570259690284729,HSf3,year,hot_spell_frequency,,7
09373_Neumarkt i.d. OPf.,1.8050487041473389,HSf3,year,hot_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,1.5980043411254883,HSf3,year,hot_spell_frequency,,7
09375_Regensburg,2.1842925548553467,HSf3,year,hot_spell_frequency,,7
09376_Schwandorf,1.8456811904907227,HSf3,year,hot_spell_frequency,,7
09377_Tirschenreuth,1.4445831775665283,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,2.0235886573791504,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,2.0971713066101074,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,1.4242321252822876,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,1.4758059978485107,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,1.7079601287841797,HSf3,year,hot_spell_frequency,,7
09463_Coburg,1.7971879243850708,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,1.0568325519561768,HSf3,year,hot_spell_frequency,,7
09464_Hof,1.1250176429748535,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,2.019958019256592,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,1.422163963317871,HSf3,year,hot_spell_frequency,,7
09473_Coburg,1.7013745307922363,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,1.898607611656189,HSf3,year,hot_spell_frequency,,7
09475_Hof,1.0524613857269287,HSf3,year,hot_spell_frequency,,7
09476_Kronach,1.1466068029403687,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,1.4234131574630737,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,1.9183287620544434,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,1.193684458732605,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,1.8687233924865723,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,1.8685067892074585,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,2.116659164428711,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,2.2753074169158936,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,2.1467294692993164,HSf3,year,hot_spell_frequency,,7
09563_Fürth,2.241058111190796,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,2.0294013023376465,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,2.2186779975891113,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,2.0960869789123535,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,2.2382802963256836,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,1.868735432624817,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,2.0829362869262695,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,1.9853627681732178,HSf3,year,hot_spell_frequency,,7
09573_Fürth,2.115211009979248,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,1.847687840461731,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,2.0720629692077637,HSf3,year,hot_spell_frequency,,7
09576_Roth,2.0648252964019775,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,1.8463001251220703,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,1.910710096359253,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,2.2104172706604004,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,2.0313432216644287,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,2.015183448791504,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,2.0025076866149902,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,2.005817413330078,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,1.8567731380462646,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,1.6690800189971924,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,1.480921983718872,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,2.1751632690429688,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,1.9990174770355225,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,1.9646300077438354,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,1.8449296951293945,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,2.0320396423339844,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,2.002171039581299,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,1.6750187873840332,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,1.710402250289917,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,0.6023891568183899,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,0.9916534423828125,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.38226318359375,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),0.6014324426651001,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,1.254548192024231,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,1.4285800457000732,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,1.7629650831222534,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,1.6112383604049683,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,1.8127472400665283,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,1.640148639678955,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,1.5230543613433838,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.8625417947769165,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),1.000746726989746,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,0.5999731421470642,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,1.293217420578003,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,1.888083815574646,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,0.3726472556591034,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,2.0006957054138184,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,1.5959014892578125,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,1.8153932094573975,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,1.7757248878479004,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,1.9045133590698242,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,1.959106206893921,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,1.4140586853027344,HSf3,year,hot_spell_frequency,,7
11000_Berlin,1.6925625801086426,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,1.5688562393188477,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,1.586544156074524,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,2.160032272338867,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,2.162264347076416,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),1.716810941696167,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),1.8442758321762085,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,1.5766682624816895,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,1.6106600761413574,HSf3,year,hot_spell_frequency,,7
12060_Barnim,1.6087744235992432,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,1.8169033527374268,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,2.0657854080200195,HSf3,year,hot_spell_frequency,,7
12063_Havelland,1.538151741027832,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,1.6377649307250977,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,1.5079684257507324,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,2.109795570373535,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,1.7874541282653809,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,1.4468011856079102,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,1.658182144165039,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,1.370820164680481,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,2.1598048210144043,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,1.7790300846099854,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,1.5636646747589111,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,0.9642263650894165,HSf3,year,hot_spell_frequency,,7
13003_Rostock,0.8191063404083252,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,1.1269192695617676,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,1.2038064002990723,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,1.1908588409423828,HSf3,year,hot_spell_frequency,,7
13072_Rostock,0.9717413783073425,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,0.7282412052154541,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,0.9767088294029236,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,1.0706701278686523,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,1.1944118738174438,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,1.2498987913131714,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,1.5059044361114502,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,0.8007520437240601,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,1.497992753982544,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,1.0500249862670898,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,1.5125640630722046,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,1.8573520183563232,HSf3,year,hot_spell_frequency,,7
14612_Dresden,1.9939548969268799,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,1.9534358978271484,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,1.9402968883514404,HSf3,year,hot_spell_frequency,,7
14627_Meißen,2.0891165733337402,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,1.4912434816360474,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,1.9636130332946777,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,2.1247193813323975,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,1.8936564922332764,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,2.009734630584717,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,1.8763607740402222,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,1.879541039466858,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),1.9354904890060425,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),1.9678759574890137,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,1.589382529258728,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,1.6986857652664185,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,1.490099310874939,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,1.8607444763183594,HSf3,year,hot_spell_frequency,,7
15083_Börde,1.5151498317718506,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,1.856704831123352,HSf3,year,hot_spell_frequency,,7
15085_Harz,1.0425212383270264,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,1.6894664764404297,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,1.4707999229431152,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,1.9323146343231201,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,1.7663238048553467,HSf3,year,hot_spell_frequency,,7
15090_Stendal,1.5156123638153076,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,1.88759183883667,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,1.3804363012313843,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,1.6522060632705688,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,1.6688600778579712,HSf3,year,hot_spell_frequency,,7
16052_Gera,1.702823281288147,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,1.6138148307800293,HSf3,year,hot_spell_frequency,,7
16053_Jena,1.6787197589874268,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,1.1035877466201782,HSf3,year,hot_spell_frequency,,7
16054_Suhl,0.9993709325790405,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,1.5775434970855713,HSf3,year,hot_spell_frequency,,7
16055_Weimar,1.5175156593322754,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,1.2800920009613037,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,1.398319959640503,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,1.2153743505477905,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,1.2182776927947998,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,1.3123388290405273,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,1.3651031255722046,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,1.5688185691833496,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,1.122148036956787,HSf3,year,hot_spell_frequency,,7
16067_Gotha,1.2191882133483887,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,1.73350191116333,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,1.2579834461212158,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,1.0069396495819092,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,1.58442223072052,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,1.0959640741348267,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,1.144095540046692,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,1.6437535285949707,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,1.0984580516815186,HSf3,year,hot_spell_frequency,,7
16076_Greiz,1.4639805555343628,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,1.7479312419891357,HSf3,year,hot_spell_frequency,,7
