region,HSx3_year_3C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
08212_08215_07334_Region_um_Karlsruhe,18.361330032348633,HSx3,year,hot_spell_duration,days,7
08212_Karlsruhe,19.219120025634766,HSx3,year,hot_spell_duration,days,7
08215_Karlsruhe,18.01746940612793,HSx3,year,hot_spell_duration,days,7
08216_Rastatt,13.719767570495605,HSx3,year,hot_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,17.29795265197754,HSx3,year,hot_spell_duration,days,7
08221_Heidelberg,17.48229217529297,HSx3,year,hot_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,17.16926383972168,HSx3,year,hot_spell_duration,days,7
08222_Mannheim,18.990821838378906,HSx3,year,hot_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,12.675857543945312,HSx3,year,hot_spell_duration,days,7
08226_Rhein-Neckar-Kreis,17.041730880737305,HSx3,year,hot_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,10.658173561096191,HSx3,year,hot_spell_duration,days,7
08231_Pforzheim,12.121070861816406,HSx3,year,hot_spell_duration,days,7
08235_Calw,8.955289840698242,HSx3,year,hot_spell_duration,days,7
08236_Enzkreis,14.09230899810791,HSx3,year,hot_spell_duration,days,7
08237_Freudenstadt,8.894996643066406,HSx3,year,hot_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,11.762519836425781,HSx3,year,hot_spell_duration,days,7
08311_Freiburg im Breisgau,14.1211519241333,HSx3,year,hot_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,10.13439655303955,HSx3,year,hot_spell_duration,days,7
08316_Emmendingen,14.539694786071777,HSx3,year,hot_spell_duration,days,7
08317_Ortenaukreis,14.051103591918945,HSx3,year,hot_spell_duration,days,7
08325_Rottweil,9.090874671936035,HSx3,year,hot_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,8.045709609985352,HSx3,year,hot_spell_duration,days,7
08327_Tuttlingen,8.99609375,HSx3,year,hot_spell_duration,days,7
08335_Konstanz,12.021997451782227,HSx3,year,hot_spell_duration,days,7
08336_Lörrach,12.091300964355469,HSx3,year,hot_spell_duration,days,7
08337_Waldshut,10.807640075683594,HSx3,year,hot_spell_duration,days,7
08415_Reutlingen,8.775609016418457,HSx3,year,hot_spell_duration,days,7
08416_Tübingen,11.543731689453125,HSx3,year,hot_spell_duration,days,7
08417_Zollernalbkreis,8.575559616088867,HSx3,year,hot_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,10.077412605285645,HSx3,year,hot_spell_duration,days,7
08421_Ulm,10.601600646972656,HSx3,year,hot_spell_duration,days,7
08425_Alb-Donau-Kreis,9.670563697814941,HSx3,year,hot_spell_duration,days,7
08426_Biberach,10.1226806640625,HSx3,year,hot_spell_duration,days,7
08435_Bodenseekreis,11.976436614990234,HSx3,year,hot_spell_duration,days,7
08436_Ravensburg,9.861187934875488,HSx3,year,hot_spell_duration,days,7
08437_Sigmaringen,8.953886032104492,HSx3,year,hot_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,13.587106704711914,HSx3,year,hot_spell_duration,days,7
09161_Ingolstadt,15.066230773925781,HSx3,year,hot_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,11.184694290161133,HSx3,year,hot_spell_duration,days,7
09162_München,11.773772239685059,HSx3,year,hot_spell_duration,days,7
09163_09187_Region_um_Rosenheim,9.348346710205078,HSx3,year,hot_spell_duration,days,7
09163_Rosenheim,10.530878067016602,HSx3,year,hot_spell_duration,days,7
09171_Altötting,12.458792686462402,HSx3,year,hot_spell_duration,days,7
09172_Berchtesgadener Land,6.604881763458252,HSx3,year,hot_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,6.803640365600586,HSx3,year,hot_spell_duration,days,7
09174_Dachau,13.178638458251953,HSx3,year,hot_spell_duration,days,7
09175_Ebersberg,10.382136344909668,HSx3,year,hot_spell_duration,days,7
09176_Eichstätt,12.349739074707031,HSx3,year,hot_spell_duration,days,7
09177_Erding,12.468984603881836,HSx3,year,hot_spell_duration,days,7
09178_Freising,14.418055534362793,HSx3,year,hot_spell_duration,days,7
09179_Fürstenfeldbruck,10.957818984985352,HSx3,year,hot_spell_duration,days,7
09180_Garmisch-Partenkirchen,5.106914043426514,HSx3,year,hot_spell_duration,days,7
09181_Landsberg am Lech,9.43480396270752,HSx3,year,hot_spell_duration,days,7
09182_Miesbach,6.728654384613037,HSx3,year,hot_spell_duration,days,7
09183_Mühldorf a. Inn,12.044504165649414,HSx3,year,hot_spell_duration,days,7
09184_München,10.451982498168945,HSx3,year,hot_spell_duration,days,7
09185_Neuburg-Schrobenhausen,14.351564407348633,HSx3,year,hot_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,14.556934356689453,HSx3,year,hot_spell_duration,days,7
09187_Rosenheim,9.31556224822998,HSx3,year,hot_spell_duration,days,7
09188_Starnberg,9.246438980102539,HSx3,year,hot_spell_duration,days,7
09189_Traunstein,8.826653480529785,HSx3,year,hot_spell_duration,days,7
09190_Weilheim-Schongau,8.165230751037598,HSx3,year,hot_spell_duration,days,7
09261_09274_Region_um_Landshut,14.10440444946289,HSx3,year,hot_spell_duration,days,7
09261_Landshut,14.506077766418457,HSx3,year,hot_spell_duration,days,7
09262_09275_Region_um_Passau,13.668373107910156,HSx3,year,hot_spell_duration,days,7
09262_Passau,14.149768829345703,HSx3,year,hot_spell_duration,days,7
09263_09278_Region_um_Straubing,13.67729377746582,HSx3,year,hot_spell_duration,days,7
09263_Straubing,14.709222793579102,HSx3,year,hot_spell_duration,days,7
09271_Deggendorf,13.638435363769531,HSx3,year,hot_spell_duration,days,7
09272_Freyung-Grafenau,8.714502334594727,HSx3,year,hot_spell_duration,days,7
09273_Kelheim,14.095563888549805,HSx3,year,hot_spell_duration,days,7
09274_Landshut,14.082898139953613,HSx3,year,hot_spell_duration,days,7
09275_Passau,13.646058082580566,HSx3,year,hot_spell_duration,days,7
09276_Regen,8.362098693847656,HSx3,year,hot_spell_duration,days,7
09277_Rottal-Inn,13.137080192565918,HSx3,year,hot_spell_duration,days,7
09278_Straubing-Bogen,13.616307258605957,HSx3,year,hot_spell_duration,days,7
09279_Dingolfing-Landau,14.719900131225586,HSx3,year,hot_spell_duration,days,7
09361_09371_Region_um_Amberg,11.693750381469727,HSx3,year,hot_spell_duration,days,7
09361_Amberg,11.975051879882812,HSx3,year,hot_spell_duration,days,7
09362_09375_Region_um_Regensburg,13.242839813232422,HSx3,year,hot_spell_duration,days,7
09362_Regensburg,14.784562110900879,HSx3,year,hot_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,10.710909843444824,HSx3,year,hot_spell_duration,days,7
09363_Weiden i.d. OPf.,11.128618240356445,HSx3,year,hot_spell_duration,days,7
09371_Amberg-Sulzbach,11.682012557983398,HSx3,year,hot_spell_duration,days,7
09372_Cham,10.704272270202637,HSx3,year,hot_spell_duration,days,7
09373_Neumarkt i.d. OPf.,11.597938537597656,HSx3,year,hot_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,10.689651489257812,HSx3,year,hot_spell_duration,days,7
09375_Regensburg,13.145905494689941,HSx3,year,hot_spell_duration,days,7
09376_Schwandorf,11.888174057006836,HSx3,year,hot_spell_duration,days,7
09377_Tirschenreuth,9.143404006958008,HSx3,year,hot_spell_duration,days,7
09461_09471_Region_um_Bamberg,12.377185821533203,HSx3,year,hot_spell_duration,days,7
09461_Bamberg,12.649537086486816,HSx3,year,hot_spell_duration,days,7
09462_09472_Region_um_Bayreuth,10.6510648727417,HSx3,year,hot_spell_duration,days,7
09462_Bayreuth,10.90585708618164,HSx3,year,hot_spell_duration,days,7
09463_09473_Region_um_Coburg,11.796552658081055,HSx3,year,hot_spell_duration,days,7
09463_Coburg,12.540947914123535,HSx3,year,hot_spell_duration,days,7
09464_09475_Region_um_Hof,7.656401634216309,HSx3,year,hot_spell_duration,days,7
09464_Hof,7.7208251953125,HSx3,year,hot_spell_duration,days,7
09471_Bamberg,12.364768981933594,HSx3,year,hot_spell_duration,days,7
09472_Bayreuth,10.636969566345215,HSx3,year,hot_spell_duration,days,7
09473_Coburg,11.741609573364258,HSx3,year,hot_spell_duration,days,7
09474_Forchheim,12.015655517578125,HSx3,year,hot_spell_duration,days,7
09475_Hof,7.652270793914795,HSx3,year,hot_spell_duration,days,7
09476_Kronach,9.186850547790527,HSx3,year,hot_spell_duration,days,7
09477_Kulmbach,10.685483932495117,HSx3,year,hot_spell_duration,days,7
09478_Lichtenfels,12.268837928771973,HSx3,year,hot_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,7.8620991706848145,HSx3,year,hot_spell_duration,days,7
09561_09571_Region_um_Ansbach,11.351978302001953,HSx3,year,hot_spell_duration,days,7
09561_Ansbach,11.374678611755371,HSx3,year,hot_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,12.836865425109863,HSx3,year,hot_spell_duration,days,7
09562_Erlangen,13.311758995056152,HSx3,year,hot_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,12.634697914123535,HSx3,year,hot_spell_duration,days,7
09563_Fürth,12.871241569519043,HSx3,year,hot_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,11.917783737182617,HSx3,year,hot_spell_duration,days,7
09564_Nürnberg,12.682929039001465,HSx3,year,hot_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,11.950568199157715,HSx3,year,hot_spell_duration,days,7
09565_Schwabach,12.851592063903809,HSx3,year,hot_spell_duration,days,7
09571_Ansbach,11.350747108459473,HSx3,year,hot_spell_duration,days,7
09572_Erlangen-Höchstadt,12.81506061553955,HSx3,year,hot_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,11.728548049926758,HSx3,year,hot_spell_duration,days,7
09573_Fürth,12.379523277282715,HSx3,year,hot_spell_duration,days,7
09574_Nürnberger Land,11.85068416595459,HSx3,year,hot_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,12.524889945983887,HSx3,year,hot_spell_duration,days,7
09576_Roth,11.825699806213379,HSx3,year,hot_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,11.472084045410156,HSx3,year,hot_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,12.439679145812988,HSx3,year,hot_spell_duration,days,7
09661_Aschaffenburg,14.334839820861816,HSx3,year,hot_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,12.742973327636719,HSx3,year,hot_spell_duration,days,7
09662_Schweinfurt,12.581399917602539,HSx3,year,hot_spell_duration,days,7
09663_09679_Region_um_Würzburg,14.29673957824707,HSx3,year,hot_spell_duration,days,7
09663_Würzburg,14.33634090423584,HSx3,year,hot_spell_duration,days,7
09671_Aschaffenburg,12.430845260620117,HSx3,year,hot_spell_duration,days,7
09672_Bad Kissingen,10.652514457702637,HSx3,year,hot_spell_duration,days,7
09673_Rhön-Grabfeld,10.704954147338867,HSx3,year,hot_spell_duration,days,7
09674_Haßberge,12.586353302001953,HSx3,year,hot_spell_duration,days,7
09675_Kitzingen,13.97685432434082,HSx3,year,hot_spell_duration,days,7
09676_Miltenberg,12.271450996398926,HSx3,year,hot_spell_duration,days,7
09677_Main-Spessart,11.735452651977539,HSx3,year,hot_spell_duration,days,7
09678_Schweinfurt,12.749931335449219,HSx3,year,hot_spell_duration,days,7
09679_Würzburg,14.292705535888672,HSx3,year,hot_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,12.475765228271484,HSx3,year,hot_spell_duration,days,7
09761_Augsburg,12.16287899017334,HSx3,year,hot_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,6.773692607879639,HSx3,year,hot_spell_duration,days,7
09762_Kaufbeuren,8.506942749023438,HSx3,year,hot_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),5.626501560211182,HSx3,year,hot_spell_duration,days,7
09763_Kempten (Allgäu),7.436700344085693,HSx3,year,hot_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,9.763191223144531,HSx3,year,hot_spell_duration,days,7
09764_Memmingen,9.866666793823242,HSx3,year,hot_spell_duration,days,7
09771_Aichach-Friedberg,13.261457443237305,HSx3,year,hot_spell_duration,days,7
09772_Augsburg,12.001089096069336,HSx3,year,hot_spell_duration,days,7
09773_Dillingen a.d. Donau,12.85616397857666,HSx3,year,hot_spell_duration,days,7
09774_Günzburg,11.761797904968262,HSx3,year,hot_spell_duration,days,7
09775_Neu-Ulm,11.074726104736328,HSx3,year,hot_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),8.168898582458496,HSx3,year,hot_spell_duration,days,7
09776_Lindau (Bodensee),9.274907112121582,HSx3,year,hot_spell_duration,days,7
09777_Ostallgäu,6.759650707244873,HSx3,year,hot_spell_duration,days,7
09778_Unterallgäu,9.627294540405273,HSx3,year,hot_spell_duration,days,7
09779_Donau-Ries,12.60042953491211,HSx3,year,hot_spell_duration,days,7
09780_Oberallgäu,5.564464092254639,HSx3,year,hot_spell_duration,days,7
10041_Regionalverband Saarbrücken,13.34710693359375,HSx3,year,hot_spell_duration,days,7
10042_Merzig-Wadern,10.181254386901855,HSx3,year,hot_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,11.856278419494629,HSx3,year,hot_spell_duration,days,7
10043_Neunkirchen,12.282367706298828,HSx3,year,hot_spell_duration,days,7
10044_Saarlouis,11.829959869384766,HSx3,year,hot_spell_duration,days,7
10045_Saarpfalz-Kreis,13.5447359085083,HSx3,year,hot_spell_duration,days,7
10046_St. Wendel,9.343367576599121,HSx3,year,hot_spell_duration,days,7
11000_Berlin,9.46473217010498,HSx3,year,hot_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,8.401080131530762,HSx3,year,hot_spell_duration,days,7
12051_Brandenburg an der Havel,8.556159973144531,HSx3,year,hot_spell_duration,days,7
12052_12071_Region_um_Cottbus,9.743474960327148,HSx3,year,hot_spell_duration,days,7
12052_Cottbus,9.965869903564453,HSx3,year,hot_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),9.64484691619873,HSx3,year,hot_spell_duration,days,7
12053_Frankfurt (Oder),9.91372013092041,HSx3,year,hot_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,8.57994270324707,HSx3,year,hot_spell_duration,days,7
12054_Potsdam,8.740422248840332,HSx3,year,hot_spell_duration,days,7
12060_Barnim,8.969903945922852,HSx3,year,hot_spell_duration,days,7
12061_Dahme-Spreewald,9.495157241821289,HSx3,year,hot_spell_duration,days,7
12062_Elbe-Elster,9.486530303955078,HSx3,year,hot_spell_duration,days,7
12063_Havelland,8.74763298034668,HSx3,year,hot_spell_duration,days,7
12064_Märkisch-Oderland,9.645225524902344,HSx3,year,hot_spell_duration,days,7
12065_Oberhavel,8.643816947937012,HSx3,year,hot_spell_duration,days,7
12066_Oberspreewald-Lausitz,9.350642204284668,HSx3,year,hot_spell_duration,days,7
12067_Oder-Spree,9.626507759094238,HSx3,year,hot_spell_duration,days,7
12068_Ostprignitz-Ruppin,7.988950252532959,HSx3,year,hot_spell_duration,days,7
12069_Potsdam-Mittelmark,8.215015411376953,HSx3,year,hot_spell_duration,days,7
12070_Prignitz,7.316938400268555,HSx3,year,hot_spell_duration,days,7
12071_Spree-Neiße,9.720775604248047,HSx3,year,hot_spell_duration,days,7
12072_Teltow-Fläming,9.070061683654785,HSx3,year,hot_spell_duration,days,7
12073_Uckermark,7.9001641273498535,HSx3,year,hot_spell_duration,days,7
13003_13072_Region_um_Rostock,4.846440315246582,HSx3,year,hot_spell_duration,days,7
13003_Rostock,4.257082939147949,HSx3,year,hot_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,5.800629615783691,HSx3,year,hot_spell_duration,days,7
13004_Schwerin,5.863363265991211,HSx3,year,hot_spell_duration,days,7
13071_Mecklenburgische Seenplatte,6.039494514465332,HSx3,year,hot_spell_duration,days,7
13072_Rostock,4.889954566955566,HSx3,year,hot_spell_duration,days,7
13073_Vorpommern-Rügen,3.313384532928467,HSx3,year,hot_spell_duration,days,7
13074_Nordwestmecklenburg,4.858076572418213,HSx3,year,hot_spell_duration,days,7
13075_Vorpommern-Greifswald,4.731107711791992,HSx3,year,hot_spell_duration,days,7
13076_Ludwigslust-Parchim,6.220090389251709,HSx3,year,hot_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,8.094949722290039,HSx3,year,hot_spell_duration,days,7
14511_Chemnitz,9.214303970336914,HSx3,year,hot_spell_duration,days,7
14521_Erzgebirgskreis,6.1007843017578125,HSx3,year,hot_spell_duration,days,7
14522_Mittelsachsen,9.03391170501709,HSx3,year,hot_spell_duration,days,7
14523_Vogtlandkreis,7.426029682159424,HSx3,year,hot_spell_duration,days,7
14524_Zwickau,9.627893447875977,HSx3,year,hot_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,9.552824974060059,HSx3,year,hot_spell_duration,days,7
14612_Dresden,10.66041374206543,HSx3,year,hot_spell_duration,days,7
14625_Bautzen,9.50464916229248,HSx3,year,hot_spell_duration,days,7
14626_Görlitz,9.420462608337402,HSx3,year,hot_spell_duration,days,7
14627_Meißen,10.625787734985352,HSx3,year,hot_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,8.4627103805542,HSx3,year,hot_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,10.442304611206055,HSx3,year,hot_spell_duration,days,7
14713_Leipzig,11.056730270385742,HSx3,year,hot_spell_duration,days,7
14729_Leipzig,10.770217895507812,HSx3,year,hot_spell_duration,days,7
14730_Nordsachsen,10.088763236999512,HSx3,year,hot_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,8.968511581420898,HSx3,year,hot_spell_duration,days,7
15001_Dessau-Roßlau,8.824525833129883,HSx3,year,hot_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),10.631675720214844,HSx3,year,hot_spell_duration,days,7
15002_Halle (Saale),10.581090927124023,HSx3,year,hot_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,8.27764892578125,HSx3,year,hot_spell_duration,days,7
15003_Magdeburg,8.887313842773438,HSx3,year,hot_spell_duration,days,7
15081_Altmarkkreis Salzwedel,7.250280857086182,HSx3,year,hot_spell_duration,days,7
15082_Anhalt-Bitterfeld,9.284034729003906,HSx3,year,hot_spell_duration,days,7
15083_Börde,7.428533554077148,HSx3,year,hot_spell_duration,days,7
15084_Burgenlandkreis,11.087507247924805,HSx3,year,hot_spell_duration,days,7
15085_Harz,6.707348823547363,HSx3,year,hot_spell_duration,days,7
15086_Jerichower Land,8.35999870300293,HSx3,year,hot_spell_duration,days,7
15087_Mansfeld-Südharz,8.691394805908203,HSx3,year,hot_spell_duration,days,7
15088_Saalekreis,10.636636734008789,HSx3,year,hot_spell_duration,days,7
15089_Salzlandkreis,9.498968124389648,HSx3,year,hot_spell_duration,days,7
15090_Stendal,8.009753227233887,HSx3,year,hot_spell_duration,days,7
15091_Wittenberg,8.751781463623047,HSx3,year,hot_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,9.715001106262207,HSx3,year,hot_spell_duration,days,7
16051_Erfurt,11.190155029296875,HSx3,year,hot_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,10.727378845214844,HSx3,year,hot_spell_duration,days,7
16052_Gera,10.669347763061523,HSx3,year,hot_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,10.954398155212402,HSx3,year,hot_spell_duration,days,7
16053_Jena,11.156535148620605,HSx3,year,hot_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,8.528380393981934,HSx3,year,hot_spell_duration,days,7
16054_Suhl,6.660425186157227,HSx3,year,hot_spell_duration,days,7
16055_16071_Region_um_Weimar,10.938453674316406,HSx3,year,hot_spell_duration,days,7
16055_Weimar,10.867755889892578,HSx3,year,hot_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,8.299320220947266,HSx3,year,hot_spell_duration,days,7
16056_Eisenach,8.623071670532227,HSx3,year,hot_spell_duration,days,7
16061_Eichsfeld,7.180179595947266,HSx3,year,hot_spell_duration,days,7
16062_Nordhausen,7.637174129486084,HSx3,year,hot_spell_duration,days,7
16063_Wartburgkreis,8.662433624267578,HSx3,year,hot_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,9.022563934326172,HSx3,year,hot_spell_duration,days,7
16065_Kyffhäuserkreis,9.901298522949219,HSx3,year,hot_spell_duration,days,7
16066_Schmalkalden-Meiningen,8.37934398651123,HSx3,year,hot_spell_duration,days,7
16067_Gotha,8.661831855773926,HSx3,year,hot_spell_duration,days,7
16068_Sömmerda,11.137508392333984,HSx3,year,hot_spell_duration,days,7
16069_Hildburghausen,9.775349617004395,HSx3,year,hot_spell_duration,days,7
16070_Ilm-Kreis,7.657558917999268,HSx3,year,hot_spell_duration,days,7
16071_Weimarer Land,10.946556091308594,HSx3,year,hot_spell_duration,days,7
16072_Sonneberg,8.374652862548828,HSx3,year,hot_spell_duration,days,7
16073_Saalfeld-Rudolstadt,8.456853866577148,HSx3,year,hot_spell_duration,days,7
16074_Saale-Holzland-Kreis,10.941923141479492,HSx3,year,hot_spell_duration,days,7
16075_Saale-Orla-Kreis,8.591116905212402,HSx3,year,hot_spell_duration,days,7
16076_Greiz,9.937772750854492,HSx3,year,hot_spell_duration,days,7
16077_Altenburger Land,11.413002967834473,HSx3,year,hot_spell_duration,days,7
